t,y
0.0,0.0
0.2,-0.0
0.4,-0.002
0.6,-0.003
0.8,-0.002
1.0,0.001
1.2,0.005
1.4,0.008
1.6,0.013
1.8,0.016
2.0,0.019
2.2,0.022
2.4,0.027
2.6,0.034
2.8,0.039
3.0,0.046
3.2,0.053
3.4,0.059
3.6,0.064
3.8,0.07
4.0,0.072
4.2,0.075
4.4,0.075
4.6,0.076
4.8,0.078
5.0,0.081
5.2,0.083
5.4,0.085
5.6,0.088
5.8,0.092
6.0,0.096
6.2,0.1
6.4,0.109
6.6,0.115
6.8,0.12
7.0,0.125
7.2,0.13
7.4,0.132
7.6,0.133
7.8,0.134
8.0,0.137
8.2,0.142
8.4,0.148
8.6,0.154
8.8,0.159
9.0,0.16
9.2,0.161
9.4,0.163
9.6,0.168
9.8,0.174
10.0,0.181
10.2,0.187
10.4,0.192
10.6,0.195
10.8,0.197
11.0,0.201
11.2,0.203
11.4,0.206
11.6,0.21
11.8,0.216
12.0,0.22
12.2,0.224
12.4,0.228
12.6,0.233
12.8,0.234
13.0,0.238
13.2,0.243
13.4,0.247
13.6,0.249
13.8,0.252
14.0,0.256
14.2,0.26
14.4,0.263
14.6,0.265
14.8,0.268
15.0,0.269
15.2,0.271
15.4,0.272
15.6,0.275
15.8,0.278
16.0,0.281
16.2,0.284
16.4,0.288
16.6,0.293
16.8,0.299
17.0,0.304
17.2,0.31
17.4,0.315
17.6,0.319
17.8,0.321
18.0,0.324
18.2,0.327
18.4,0.329
18.6,0.332
18.8,0.334
19.0,0.337
19.2,0.341
19.4,0.346
19.6,0.35
19.8,0.355
20.0,0.36
20.2,0.363
20.4,0.366
20.6,0.367
20.8,0.37
21.0,0.373
21.2,0.377
21.4,0.38
21.6,0.385
21.8,0.389
22.0,0.393
22.2,0.396
22.4,0.398
22.6,0.401
22.8,0.405
23.0,0.408
23.2,0.413
23.4,0.418
23.6,0.422
23.8,0.425
24.0,0.428
24.2,0.432
24.4,0.433
24.6,0.434
