t,y
0.0,0.0
0.2,-0.002
0.4,-0.003
0.6,-0.004
0.8,-0.004
1.0,-0.005
1.2,-0.005
1.4,-0.003
1.6,0.001
1.8,0.002
2.0,0.004
2.2,0.008
2.4,0.012
2.6,0.015
2.8,0.018
3.0,0.022
3.2,0.025
3.4,0.028
3.6,0.031
3.8,0.034
4.0,0.039
4.2,0.042
4.4,0.045
4.6,0.049
4.8,0.053
5.0,0.056
5.2,0.058
5.4,0.06
5.6,0.061
5.8,0.063
6.0,0.065
6.2,0.067
6.4,0.07
6.6,0.074
6.8,0.079
7.0,0.084
7.2,0.089
7.4,0.093
7.6,0.096
7.8,0.098
8.0,0.098
8.2,0.099
8.4,0.102
8.6,0.104
8.8,0.104
9.0,0.107
9.2,0.108
9.4,0.11
9.6,0.111
9.8,0.113
10.0,0.114
10.2,0.116
10.4,0.115
10.6,0.115
10.8,0.115
11.0,0.117
11.2,0.117
11.4,0.119
11.6,0.123
11.8,0.127
12.0,0.131
12.2,0.136
12.4,0.139
12.6,0.141
12.8,0.143
13.0,0.144
13.2,0.143
13.4,0.144
13.6,0.146
13.8,0.148
14.0,0.146
14.2,0.146
14.4,0.146
14.6,0.146
14.8,0.146
15.0,0.149
15.2,0.153
15.4,0.156
15.6,0.158
15.8,0.16
16.0,0.163
16.2,0.163
16.4,0.163
16.6,0.164
16.8,0.166
17.0,0.165
17.2,0.167
17.4,0.168
17.6,0.169
17.8,0.169
18.0,0.174
18.2,0.179
18.4,0.181
18.6,0.182
18.8,0.183
19.0,0.182
19.2,0.178
19.4,0.175
19.6,0.176
19.8,0.179
20.0,0.181
20.2,0.185
20.4,0.192
20.6,0.196
20.8,0.197
21.0,0.196
21.2,0.195
21.4,0.193
21.6,0.192
21.8,0.192
22.0,0.194
22.2,0.197
22.4,0.197
22.6,0.198
22.8,0.2
23.0,0.201
23.2,0.199
23.4,0.202
23.6,0.203
23.8,0.204
24.0,0.205
24.2,0.208
24.4,0.208
24.6,0.208
24.8,0.206
25.0,0.205
25.2,0.204
25.4,0.204
25.6,0.204
25.8,0.205
26.0,0.206
26.2,0.206
26.4,0.208
26.6,0.21
26.8,0.212
27.0,0.213
27.2,0.215
27.4,0.214
27.6,0.213
27.8,0.212
28.0,0.211
28.2,0.211
28.4,0.212
28.6,0.213
28.8,0.215
29.0,0.219
29.2,0.221
29.4,0.223
29.6,0.225
29.8,0.225
30.0,0.223
30.2,0.222
30.4,0.22
30.6,0.221
30.8,0.225
31.0,0.228
31.2,0.231
31.4,0.232
31.6,0.231
31.8,0.229
32.0,0.227
32.2,0.227
32.4,0.227
32.6,0.227
32.8,0.227
33.0,0.227
33.2,0.226
33.4,0.227
33.6,0.229
33.8,0.231
34.0,0.233
34.2,0.235
34.4,0.236
34.6,0.234
34.8,0.233
35.0,0.233
35.2,0.231
35.4,0.231
35.6,0.233
35.8,0.235
36.0,0.235
36.2,0.235
36.4,0.233
36.6,0.231
36.8,0.228
37.0,0.228
37.2,0.23
37.4,0.232
37.6,0.234
37.8,0.236
38.0,0.237
38.2,0.237
38.4,0.236
38.6,0.234
38.8,0.232
39.0,0.232
39.2,0.232
39.4,0.232
39.6,0.233
39.8,0.233
40.0,0.234
40.2,0.235
40.4,0.236
40.6,0.24
40.8,0.244
41.0,0.246
41.2,0.248
41.4,0.251
41.6,0.251
41.8,0.25
42.0,0.247
42.2,0.246
42.4,0.243
42.6,0.242
42.8,0.244
43.0,0.245
43.2,0.247
43.4,0.248
43.6,0.248
43.8,0.246
44.0,0.246
44.2,0.248
44.4,0.249
44.6,0.249
44.8,0.249
45.0,0.249
45.2,0.248
45.4,0.246
45.6,0.244
45.8,0.245
46.0,0.245
46.2,0.245
46.4,0.245
46.6,0.247
46.8,0.249
47.0,0.249
47.2,0.248
47.4,0.247
47.6,0.247
47.8,0.246
48.0,0.247
48.2,0.249
48.4,0.252
48.6,0.255
48.8,0.257
49.0,0.257
49.2,0.258
49.4,0.257
49.6,0.256
