t,y
0.0,0.0
0.2,-0.001
0.4,-0.0
0.6,0.001
0.8,0.003
1.0,0.005
1.2,0.007
1.4,0.008
1.6,0.011
1.8,0.013
2.0,0.016
2.2,0.018
2.4,0.019
2.6,0.02
2.8,0.021
3.0,0.024
3.2,0.026
3.4,0.029
3.6,0.032
3.8,0.032
4.0,0.034
4.2,0.036
4.4,0.038
4.6,0.04
4.8,0.043
5.0,0.047
5.2,0.05
5.4,0.053
5.6,0.055
5.8,0.059
6.0,0.061
6.2,0.061
6.4,0.063
6.6,0.064
6.8,0.064
7.0,0.063
7.2,0.063
7.4,0.061
7.6,0.06
7.8,0.062
8.0,0.067
8.2,0.069
8.4,0.072
8.6,0.073
8.8,0.073
9.0,0.073
9.2,0.076
9.4,0.082
9.6,0.086
9.8,0.09
10.0,0.093
10.2,0.096
10.4,0.097
10.6,0.098
10.8,0.099
11.0,0.099
11.2,0.099
11.4,0.101
11.6,0.104
11.8,0.108
12.0,0.113
12.2,0.114
12.4,0.113
12.6,0.114
12.8,0.114
13.0,0.114
13.2,0.116
13.4,0.12
13.6,0.123
13.8,0.125
14.0,0.127
14.2,0.129
14.4,0.13
14.6,0.131
14.8,0.133
15.0,0.133
15.2,0.133
15.4,0.133
15.6,0.134
15.8,0.132
16.0,0.133
16.2,0.134
16.4,0.137
16.6,0.14
16.8,0.141
17.0,0.141
17.2,0.141
17.4,0.139
17.6,0.139
17.8,0.139
18.0,0.138
18.2,0.14
18.4,0.141
18.6,0.142
18.8,0.144
19.0,0.148
19.2,0.149
19.4,0.151
19.6,0.151
19.8,0.151
20.0,0.15
20.2,0.153
20.4,0.156
20.6,0.16
20.8,0.166
21.0,0.168
21.2,0.168
21.4,0.169
21.6,0.17
21.8,0.17
22.0,0.173
22.2,0.175
22.4,0.176
22.6,0.175
22.8,0.175
23.0,0.174
23.2,0.175
23.4,0.175
23.6,0.176
23.8,0.178
24.0,0.179
24.2,0.18
24.4,0.18
24.6,0.18
24.8,0.181
25.0,0.182
25.2,0.182
25.4,0.183
25.6,0.183
25.8,0.183
26.0,0.182
26.2,0.182
26.4,0.185
26.6,0.186
26.8,0.187
27.0,0.187
27.2,0.19
27.4,0.188
27.6,0.188
27.8,0.187
28.0,0.19
28.2,0.191
28.4,0.193
28.6,0.193
28.8,0.194
29.0,0.193
29.2,0.193
29.4,0.193
29.6,0.195
29.8,0.198
30.0,0.201
30.2,0.204
30.4,0.206
30.6,0.206
30.8,0.205
31.0,0.205
31.2,0.207
31.4,0.211
31.6,0.215
31.8,0.219
32.0,0.219
32.2,0.217
32.4,0.214
32.6,0.212
32.8,0.21
33.0,0.212
33.2,0.212
33.4,0.212
33.6,0.213
33.8,0.215
34.0,0.214
34.2,0.213
34.4,0.211
34.6,0.21
34.8,0.208
35.0,0.208
35.2,0.21
35.4,0.214
35.6,0.215
35.8,0.217
36.0,0.219
36.2,0.217
36.4,0.217
36.6,0.217
36.8,0.219
37.0,0.217
37.2,0.217
37.4,0.218
37.6,0.218
37.8,0.216
38.0,0.217
38.2,0.219
38.4,0.219
38.6,0.219
38.8,0.22
39.0,0.22
39.2,0.221
39.4,0.22
39.6,0.222
39.8,0.224
40.0,0.222
40.2,0.219
40.4,0.216
40.6,0.214
40.8,0.214
41.0,0.217
41.2,0.222
41.4,0.226
41.6,0.225
41.8,0.223
42.0,0.224
42.2,0.223
42.4,0.221
42.6,0.222
42.8,0.225
43.0,0.225
43.2,0.226
43.4,0.229
43.6,0.232
43.8,0.233
44.0,0.233
44.2,0.235
44.4,0.235
44.6,0.236
44.8,0.235
45.0,0.234
45.2,0.232
45.4,0.231
45.6,0.229
45.8,0.229
46.0,0.229
46.2,0.231
46.4,0.234
46.6,0.237
46.8,0.239
47.0,0.24
47.2,0.24
47.4,0.238
47.6,0.237
47.8,0.235
48.0,0.236
48.2,0.237
48.4,0.24
48.6,0.24
48.8,0.239
49.0,0.239
49.2,0.238
49.4,0.237
49.6,0.24
49.8,0.244
50.0,0.248
50.2,0.249
50.4,0.25
50.6,0.25
50.8,0.248
51.0,0.246
51.2,0.246
51.4,0.247
51.6,0.246
51.8,0.246
52.0,0.246
52.2,0.245
52.4,0.244
52.6,0.244
52.8,0.242
53.0,0.241
53.2,0.242
53.4,0.242
53.6,0.244
53.8,0.247
54.0,0.25
54.2,0.248
54.4,0.249
54.6,0.249
54.8,0.25
55.0,0.248
55.2,0.248
55.4,0.247
55.6,0.246
55.8,0.244
56.0,0.244
56.2,0.245
56.4,0.246
56.6,0.248
56.8,0.248
57.0,0.246
57.2,0.244
57.4,0.245
57.6,0.244
57.8,0.246
58.0,0.249
58.2,0.251
58.4,0.25
58.6,0.248
58.8,0.248
59.0,0.247
59.2,0.246
59.4,0.246
59.6,0.248
59.8,0.25
60.0,0.252
60.2,0.253
60.4,0.252
60.6,0.251
60.8,0.25
61.0,0.252
61.2,0.251
61.4,0.252
61.6,0.251
61.8,0.252
62.0,0.252
62.2,0.253
62.4,0.253
62.6,0.255
62.8,0.254
63.0,0.254
63.2,0.253
63.4,0.255
63.6,0.254
63.8,0.253
64.0,0.251
64.2,0.252
64.4,0.253
64.6,0.253
64.8,0.254
65.0,0.255
65.2,0.254
