t,y
0.0,0.0
0.2,0.0
0.4,0.003
0.6,0.007
0.8,0.014
1.0,0.021
1.2,0.03
1.4,0.04
1.6,0.048
1.8,0.057
2.0,0.067
2.2,0.077
2.4,0.085
2.6,0.093
2.8,0.1
3.0,0.107
3.2,0.112
3.4,0.118
3.6,0.123
3.8,0.127
4.0,0.13
4.2,0.132
4.4,0.132
4.6,0.135
4.8,0.138
5.0,0.142
5.2,0.147
5.4,0.154
5.6,0.159
5.8,0.164
6.0,0.166
6.2,0.165
6.4,0.163
6.6,0.162
6.8,0.161
7.0,0.161
7.2,0.162
7.4,0.162
7.6,0.164
7.8,0.165
8.0,0.168
8.2,0.171
8.4,0.175
8.6,0.178
8.8,0.179
9.0,0.179
9.2,0.181
9.4,0.181
9.6,0.182
9.8,0.184
10.0,0.187
10.2,0.187
10.4,0.188
10.6,0.188
10.8,0.186
11.0,0.184
11.2,0.183
11.4,0.182
11.6,0.182
11.8,0.181
12.0,0.181
12.2,0.18
12.4,0.181
12.6,0.183
12.8,0.185
13.0,0.186
13.2,0.186
13.4,0.185
13.6,0.181
13.8,0.179
14.0,0.177
14.2,0.176
14.4,0.175
14.6,0.176
14.8,0.178
15.0,0.18
15.2,0.181
15.4,0.182
15.6,0.183
15.8,0.184
16.0,0.185
16.2,0.185
16.4,0.186
16.6,0.189
16.8,0.191
17.0,0.194
17.2,0.195
17.4,0.197
17.6,0.197
17.8,0.196
18.0,0.194
18.2,0.195
18.4,0.195
18.6,0.193
18.8,0.193
19.0,0.194
19.2,0.195
19.4,0.197
19.6,0.2
19.8,0.201
20.0,0.2
20.2,0.201
20.4,0.199
20.6,0.198
20.8,0.198
21.0,0.202
21.2,0.205
21.4,0.205
21.6,0.205
21.8,0.205
22.0,0.205
22.2,0.203
22.4,0.204
22.6,0.204
22.8,0.203
23.0,0.201
23.2,0.199
23.4,0.196
23.6,0.194
23.8,0.194
24.0,0.196
24.2,0.199
24.4,0.2
24.6,0.201
