t,y
0.0,0.0
0.2,0.002
0.4,0.001
0.6,0.0
0.8,-0.001
1.0,-0.0
1.2,-0.0
1.4,0.002
1.6,0.005
1.8,0.01
2.0,0.013
2.2,0.017
2.4,0.018
2.6,0.022
2.8,0.024
3.0,0.027
3.2,0.028
3.4,0.03
3.6,0.03
3.8,0.029
4.0,0.028
4.2,0.03
4.4,0.035
4.6,0.037
4.8,0.037
5.0,0.037
5.2,0.039
5.4,0.039
5.6,0.04
5.8,0.048
6.0,0.055
6.2,0.06
6.4,0.062
6.6,0.065
6.8,0.064
7.0,0.061
7.2,0.058
7.4,0.056
7.6,0.054
7.8,0.051
8.0,0.049
8.2,0.049
8.4,0.05
8.6,0.053
8.8,0.058
9.0,0.061
9.2,0.062
9.4,0.065
9.6,0.067
9.8,0.069
10.0,0.071
10.2,0.075
10.4,0.075
10.6,0.075
10.8,0.075
11.0,0.078
11.2,0.08
11.4,0.08
11.6,0.079
11.8,0.079
12.0,0.076
12.2,0.073
12.4,0.072
12.6,0.073
12.8,0.073
13.0,0.074
13.2,0.075
13.4,0.078
13.6,0.08
13.8,0.082
14.0,0.083
14.2,0.084
14.4,0.084
14.6,0.083
14.8,0.085
15.0,0.087
15.2,0.088
15.4,0.087
15.6,0.09
15.8,0.09
16.0,0.091
16.2,0.092
16.4,0.095
16.6,0.094
16.8,0.095
17.0,0.095
17.2,0.096
17.4,0.097
17.6,0.099
17.8,0.099
18.0,0.098
18.2,0.099
18.4,0.098
18.6,0.098
18.8,0.099
19.0,0.102
19.2,0.103
19.4,0.104
19.6,0.105
19.8,0.104
20.0,0.102
20.2,0.101
20.4,0.1
20.6,0.099
20.8,0.099
21.0,0.1
21.2,0.101
21.4,0.103
21.6,0.104
21.8,0.104
22.0,0.106
22.2,0.107
22.4,0.104
22.6,0.102
22.8,0.102
23.0,0.102
23.2,0.105
23.4,0.11
23.6,0.115
23.8,0.119
24.0,0.121
24.2,0.119
24.4,0.114
24.6,0.111
24.8,0.106
25.0,0.102
25.2,0.1
25.4,0.102
25.6,0.101
25.8,0.101
26.0,0.102
26.2,0.102
26.4,0.104
26.6,0.107
26.8,0.111
27.0,0.113
27.2,0.114
27.4,0.115
27.6,0.113
27.8,0.108
28.0,0.108
28.2,0.109
28.4,0.112
28.6,0.114
28.8,0.119
29.0,0.122
29.2,0.123
29.4,0.122
29.6,0.121
29.8,0.119
30.0,0.116
30.2,0.116
30.4,0.116
30.6,0.116
30.8,0.117
31.0,0.118
31.2,0.118
31.4,0.121
31.6,0.124
31.8,0.127
32.0,0.129
32.2,0.129
32.4,0.127
32.6,0.125
32.8,0.125
33.0,0.126
33.2,0.125
33.4,0.122
33.6,0.118
33.8,0.115
34.0,0.113
34.2,0.114
34.4,0.118
34.6,0.123
34.8,0.127
35.0,0.128
35.2,0.129
35.4,0.129
35.6,0.129
35.8,0.129
36.0,0.13
36.2,0.13
36.4,0.129
36.6,0.13
36.8,0.13
37.0,0.128
37.2,0.126
37.4,0.126
37.6,0.125
37.8,0.128
38.0,0.132
38.2,0.135
38.4,0.134
38.6,0.131
38.8,0.126
39.0,0.123
39.2,0.12
39.4,0.122
39.6,0.124
39.8,0.125
40.0,0.126
40.2,0.127
40.4,0.129
40.6,0.131
40.8,0.132
41.0,0.13
41.2,0.128
41.4,0.126
41.6,0.127
41.8,0.125
42.0,0.13
42.2,0.133
42.4,0.133
42.6,0.131
42.8,0.133
43.0,0.133
43.2,0.133
43.4,0.136
43.6,0.139
43.8,0.137
44.0,0.134
44.2,0.131
44.4,0.129
44.6,0.127
44.8,0.128
45.0,0.128
45.2,0.129
45.4,0.131
45.6,0.131
45.8,0.131
46.0,0.13
46.2,0.129
46.4,0.126
46.6,0.125
46.8,0.125
47.0,0.125
47.2,0.127
47.4,0.129
47.6,0.132
47.8,0.133
48.0,0.136
48.2,0.137
48.4,0.137
48.6,0.134
48.8,0.131
49.0,0.128
49.2,0.128
49.4,0.131
49.6,0.135
49.8,0.138
