t,y
0.0,0.0
0.2,-0.0
0.4,0.0
0.6,-0.001
0.8,-0.003
1.0,-0.002
1.2,-0.002
1.4,-0.002
1.6,-0.001
1.8,0.001
2.0,0.003
2.2,0.005
2.4,0.005
2.6,0.003
2.8,0.001
3.0,0.0
3.2,-0.001
3.4,-0.001
3.6,0.0
3.8,0.0
4.0,-0.004
4.2,-0.007
4.4,-0.008
4.6,-0.008
4.8,-0.008
5.0,-0.006
5.2,-0.003
5.4,-0.002
5.6,-0.001
5.8,0.001
6.0,0.004
6.2,0.003
6.4,0.004
6.6,0.004
6.8,0.003
7.0,0.001
7.2,0.001
7.4,0.002
7.6,0.001
7.8,0.002
8.0,0.001
8.2,0.001
8.4,-0.001
8.6,0.0
8.8,0.001
9.0,0.002
9.2,0.001
9.4,0.002
9.6,0.001
9.8,-0.0
10.0,-0.001
10.2,0.002
10.4,0.003
10.6,0.002
10.8,0.003
11.0,0.002
11.2,-0.001
11.4,-0.002
11.6,-0.001
11.8,-0.0
12.0,-0.0
12.2,0.001
12.4,-0.001
12.6,-0.004
12.8,-0.005
13.0,-0.006
13.2,-0.007
13.4,-0.004
13.6,-0.002
13.8,0.001
14.0,0.005
14.2,0.005
14.4,0.004
14.6,0.001
14.8,-0.002
15.0,-0.001
15.2,0.001
15.4,0.004
15.6,0.007
15.8,0.009
16.0,0.007
16.2,0.004
16.4,-0.001
16.6,-0.002
16.8,-0.005
17.0,-0.005
17.2,-0.005
17.4,-0.003
17.6,-0.002
17.8,0.002
18.0,0.002
18.2,0.005
18.4,0.005
18.6,0.004
18.8,0.002
19.0,0.001
19.2,-0.001
19.4,-0.003
19.6,-0.005
19.8,-0.006
20.0,-0.005
20.2,-0.005
20.4,-0.004
20.6,-0.005
20.8,-0.005
21.0,-0.006
21.2,-0.005
21.4,-0.003
21.6,-0.001
21.8,0.002
22.0,0.006
22.2,0.006
22.4,0.004
22.6,0.003
22.8,0.003
23.0,0.003
23.2,0.003
