t,y
0.0,0.0
0.2,0.003
0.4,0.008
0.6,0.014
0.8,0.017
1.0,0.016
1.2,0.014
1.4,0.011
1.6,0.007
1.8,0.004
2.0,0.001
2.2,0.0
2.4,0.002
2.6,0.004
2.8,0.007
3.0,0.01
3.2,0.011
3.4,0.009
3.6,0.007
3.8,0.004
4.0,0.002
4.2,0.0
4.4,0.0
4.6,0.001
4.8,0.0
5.0,-0.0
5.2,-0.0
5.4,0.002
5.6,0.004
5.8,0.004
6.0,0.002
6.2,0.0
6.4,-0.003
6.6,-0.005
6.8,-0.005
7.0,-0.0
7.2,0.003
7.4,0.005
7.6,0.004
7.8,0.003
8.0,0.001
8.2,0.001
8.4,0.001
8.6,0.003
8.8,0.003
9.0,0.001
9.2,-0.0
9.4,-0.001
9.6,-0.0
9.8,0.002
10.0,0.006
10.2,0.006
10.4,0.005
10.6,0.004
10.8,0.004
11.0,0.003
11.2,0.004
11.4,0.005
11.6,0.006
11.8,0.005
12.0,0.004
12.2,0.005
12.4,0.008
12.6,0.008
12.8,0.007
13.0,0.006
13.2,0.003
13.4,-0.0
13.6,-0.001
13.8,-0.001
14.0,0.001
14.2,0.001
14.4,0.002
14.6,0.001
14.8,-0.002
15.0,-0.004
15.2,-0.003
15.4,0.0
15.6,0.004
15.8,0.007
16.0,0.008
16.2,0.006
16.4,0.002
16.6,-0.002
16.8,-0.004
17.0,-0.003
17.2,-0.001
17.4,0.001
17.6,0.004
17.8,0.005
18.0,0.006
18.2,0.005
18.4,0.004
18.6,0.003
18.8,0.004
19.0,0.005
19.2,0.006
19.4,0.005
19.6,0.005
19.8,0.003
20.0,0.002
20.2,0.002
20.4,0.002
20.6,0.002
20.8,0.002
21.0,0.003
21.2,0.003
21.4,0.002
21.6,0.002
21.8,0.003
22.0,0.001
22.2,-0.002
22.4,-0.002
22.6,-0.004
22.8,-0.005
23.0,-0.005
23.2,-0.003
23.4,-0.001
23.6,0.001
23.8,0.001
24.0,0.001
24.2,0.001
24.4,0.0
24.6,0.0
24.8,0.002
25.0,0.004
25.2,0.002
25.4,0.002
25.6,0.002
25.8,0.001
26.0,0.0
26.2,0.004
26.4,0.006
26.6,0.007
26.8,0.006
27.0,0.005
27.2,0.003
27.4,0.001
27.6,0.001
27.8,0.001
28.0,0.002
28.2,0.001
28.4,-0.002
28.6,-0.003
28.8,-0.003
29.0,-0.001
29.2,0.001
29.4,0.005
29.6,0.008
29.8,0.009
30.0,0.009
30.2,0.009
30.4,0.008
30.6,0.006
30.8,0.006
31.0,0.006
31.2,0.003
31.4,0.002
31.6,0.002
31.8,0.002
32.0,0.002
32.2,0.003
32.4,0.003
32.6,0.003
32.8,0.003
33.0,0.005
33.2,0.007
33.4,0.009
33.6,0.01
33.8,0.008
34.0,0.006
34.2,0.002
34.4,0.001
34.6,0.001
34.8,-0.002
35.0,-0.003
35.2,-0.004
35.4,-0.006
35.6,-0.003
35.8,0.0
36.0,0.003
36.2,0.006
36.4,0.009
36.6,0.007
36.8,0.006
37.0,0.004
37.2,0.002
37.4,0.001
37.6,0.004
37.8,0.006
38.0,0.007
38.2,0.007
38.4,0.006
38.6,0.005
38.8,0.007
39.0,0.008
39.2,0.007
39.4,0.006
39.6,0.003
39.8,-0.0
40.0,-0.002
40.2,-0.002
40.4,-0.002
40.6,-0.0
40.8,0.002
41.0,0.003
41.2,0.005
41.4,0.006
41.6,0.006
41.8,0.005
42.0,0.004
42.2,0.003
42.4,0.003
42.6,0.003
42.8,0.004
43.0,0.006
43.2,0.007
43.4,0.006
43.6,0.005
43.8,0.003
44.0,0.0
44.2,-0.0
44.4,0.001
44.6,0.004
44.8,0.004
45.0,0.003
45.2,0.003
45.4,0.002
45.6,0.0
45.8,-0.001
46.0,-0.001
46.2,-0.003
46.4,-0.004
46.6,-0.004
46.8,-0.004
47.0,-0.004
47.2,-0.005
47.4,-0.006
47.6,-0.005
47.8,-0.004
48.0,-0.002
48.2,0.002
48.4,0.006
48.6,0.006
48.8,0.007
49.0,0.007
49.2,0.004
49.4,-0.0
49.6,-0.002
49.8,-0.002
50.0,-0.001
50.2,-0.001
50.4,0.0
50.6,0.0
50.8,-0.001
51.0,-0.002
51.2,-0.003
51.4,-0.002
51.6,-0.001
51.8,0.002
52.0,0.004
52.2,0.005
52.4,0.007
52.6,0.006
52.8,0.005
53.0,0.002
53.2,-0.001
53.4,-0.003
53.6,-0.003
53.8,-0.0
54.0,0.004
54.2,0.006
54.4,0.007
54.6,0.007
54.8,0.005
55.0,0.003
55.2,0.002
55.4,0.001
55.6,0.001
55.8,0.003
56.0,0.006
56.2,0.008
56.4,0.007
56.6,0.007
56.8,0.006
57.0,0.003
57.2,0.001
57.4,0.002
57.6,0.001
57.8,0.001
58.0,0.0
58.2,-0.001
58.4,-0.002
58.6,-0.002
58.8,-0.002
59.0,-0.002
59.2,-0.001
59.4,-0.001
59.6,-0.001
59.8,-0.001
60.0,-0.002
60.2,-0.002
60.4,-0.002
60.6,-0.002
60.8,0.0
61.0,0.003
61.2,0.003
61.4,0.004
61.6,0.004
61.8,0.003
62.0,0.001
62.2,0.002
62.4,0.002
62.6,0.003
62.8,0.003
63.0,0.002
63.2,0.002
63.4,0.001
63.6,0.001
63.8,0.001
64.0,0.001
64.2,-0.002
64.4,-0.004
64.6,-0.002
64.8,-0.001
65.0,-0.001
65.2,0.001
65.4,0.004
65.6,0.005
65.8,0.004
66.0,0.004
66.2,0.003
66.4,0.001
66.6,-0.002
66.8,-0.004
67.0,-0.005
67.2,-0.004
67.4,-0.002
67.6,0.0
67.8,0.003
68.0,0.006
68.2,0.006
68.4,0.005
68.6,0.005
68.8,0.003
69.0,0.003
69.2,0.002
69.4,0.001
69.6,0.001
69.8,0.002
70.0,0.001
70.2,0.001
70.4,0.001
70.6,0.001
70.8,0.001
71.0,0.002
71.2,0.003
71.4,0.003
71.6,0.003
71.8,0.004
72.0,0.003
72.2,0.002
72.4,0.0
72.6,-0.001
72.8,-0.002
73.0,-0.001
73.2,-0.001
73.4,0.0
73.6,0.002
73.8,0.004
74.0,0.005
74.2,0.005
74.4,0.005
74.6,0.004
74.8,0.003
75.0,0.001
75.2,0.0
75.4,-0.0
75.6,-0.001
75.8,-0.001
76.0,0.001
76.2,0.0
76.4,-0.002
76.6,-0.003
76.8,-0.004
77.0,-0.004
77.2,-0.002
77.4,0.001
77.6,0.003
77.8,0.002
78.0,-0.0
78.2,-0.0
78.4,-0.001
78.6,-0.001
78.8,0.001
79.0,0.001
79.2,0.0
79.4,-0.001
79.6,-0.002
79.8,-0.002
80.0,-0.003
80.2,-0.003
80.4,-0.004
80.6,-0.003
80.8,-0.002
81.0,-0.0
