t,y
0.0,0.0
0.2,0.001
0.4,-0.0
0.6,0.001
0.8,0.003
1.0,0.006
1.2,0.008
1.4,0.011
1.6,0.012
1.8,0.012
2.0,0.011
2.2,0.009
2.4,0.008
2.6,0.006
2.8,0.005
3.0,0.003
3.2,0.003
3.4,0.005
3.6,0.008
3.8,0.007
4.0,0.006
4.2,0.005
4.4,0.004
4.6,0.002
4.8,0.002
5.0,0.004
5.2,0.009
5.4,0.012
5.6,0.015
5.8,0.019
6.0,0.02
6.2,0.016
6.4,0.014
6.6,0.013
6.8,0.012
7.0,0.011
7.2,0.011
7.4,0.01
7.6,0.008
7.8,0.008
8.0,0.011
8.2,0.016
8.4,0.019
8.6,0.019
8.8,0.02
9.0,0.018
9.2,0.015
9.4,0.015
9.6,0.017
9.8,0.018
10.0,0.019
10.2,0.02
10.4,0.021
10.6,0.022
10.8,0.022
11.0,0.023
11.2,0.024
11.4,0.024
11.6,0.024
11.8,0.025
12.0,0.023
12.2,0.021
12.4,0.018
12.6,0.015
12.8,0.013
13.0,0.013
13.2,0.015
13.4,0.018
13.6,0.021
13.8,0.023
14.0,0.027
14.2,0.028
14.4,0.028
14.6,0.029
14.8,0.028
15.0,0.025
15.2,0.025
15.4,0.026
15.6,0.025
15.8,0.024
16.0,0.023
16.2,0.02
16.4,0.018
16.6,0.018
16.8,0.019
17.0,0.02
17.2,0.022
17.4,0.024
17.6,0.024
17.8,0.023
18.0,0.023
18.2,0.022
18.4,0.022
18.6,0.022
18.8,0.021
19.0,0.02
19.2,0.022
19.4,0.023
19.6,0.024
19.8,0.026
20.0,0.027
20.2,0.026
20.4,0.026
20.6,0.024
20.8,0.024
21.0,0.024
21.2,0.023
21.4,0.023
21.6,0.022
21.8,0.02
22.0,0.02
22.2,0.021
22.4,0.019
22.6,0.016
22.8,0.016
23.0,0.015
23.2,0.016
23.4,0.016
23.6,0.016
23.8,0.015
24.0,0.015
24.2,0.015
24.4,0.017
24.6,0.019
24.8,0.019
25.0,0.018
25.2,0.018
25.4,0.018
25.6,0.02
25.8,0.022
26.0,0.023
26.2,0.025
26.4,0.026
26.6,0.026
26.8,0.027
27.0,0.028
27.2,0.029
27.4,0.027
27.6,0.025
27.8,0.024
28.0,0.023
28.2,0.022
28.4,0.024
28.6,0.025
28.8,0.026
29.0,0.026
29.2,0.026
29.4,0.025
29.6,0.025
29.8,0.026
30.0,0.026
30.2,0.027
30.4,0.029
30.6,0.029
30.8,0.029
31.0,0.029
31.2,0.028
31.4,0.029
31.6,0.026
31.8,0.024
32.0,0.022
32.2,0.023
32.4,0.023
32.6,0.024
32.8,0.023
33.0,0.022
33.2,0.02
33.4,0.018
33.6,0.017
33.8,0.016
34.0,0.013
34.2,0.012
34.4,0.012
34.6,0.014
34.8,0.016
35.0,0.019
35.2,0.021
35.4,0.023
35.6,0.023
35.8,0.023
36.0,0.024
36.2,0.025
36.4,0.024
36.6,0.023
36.8,0.024
37.0,0.023
37.2,0.023
37.4,0.025
37.6,0.026
37.8,0.027
38.0,0.029
38.2,0.03
38.4,0.03
38.6,0.031
38.8,0.031
39.0,0.031
39.2,0.029
39.4,0.026
39.6,0.025
39.8,0.024
40.0,0.023
40.2,0.023
40.4,0.024
40.6,0.026
40.8,0.03
41.0,0.031
41.2,0.033
41.4,0.032
41.6,0.03
41.8,0.027
42.0,0.025
42.2,0.025
42.4,0.026
42.6,0.027
42.8,0.026
43.0,0.026
43.2,0.029
43.4,0.031
43.6,0.032
43.8,0.031
44.0,0.029
44.2,0.025
44.4,0.021
44.6,0.021
44.8,0.021
45.0,0.023
45.2,0.025
45.4,0.025
45.6,0.022
45.8,0.018
46.0,0.013
46.2,0.01
46.4,0.009
46.6,0.011
46.8,0.015
47.0,0.019
47.2,0.02
47.4,0.021
47.6,0.021
47.8,0.022
48.0,0.023
48.2,0.028
48.4,0.032
48.6,0.035
48.8,0.037
49.0,0.039
49.2,0.037
49.4,0.034
49.6,0.031
49.8,0.029
50.0,0.024
50.2,0.021
50.4,0.021
50.6,0.022
50.8,0.022
51.0,0.023
51.2,0.024
51.4,0.027
51.6,0.026
51.8,0.026
52.0,0.025
52.2,0.025
52.4,0.025
52.6,0.025
52.8,0.026
53.0,0.029
53.2,0.028
53.4,0.029
53.6,0.031
53.8,0.03
54.0,0.028
54.2,0.028
54.4,0.027
54.6,0.025
54.8,0.023
55.0,0.023
55.2,0.021
55.4,0.021
55.6,0.019
55.8,0.018
56.0,0.018
56.2,0.017
56.4,0.017
56.6,0.017
56.8,0.018
57.0,0.017
57.2,0.019
57.4,0.02
57.6,0.02
57.8,0.019
58.0,0.021
58.2,0.021
58.4,0.021
58.6,0.023
58.8,0.026
59.0,0.026
59.2,0.026
59.4,0.028
59.6,0.028
59.8,0.028
60.0,0.029
60.2,0.031
60.4,0.033
60.6,0.03
60.8,0.026
61.0,0.024
61.2,0.02
61.4,0.02
61.6,0.022
61.8,0.026
62.0,0.028
62.2,0.029
62.4,0.03
62.6,0.029
62.8,0.029
63.0,0.028
63.2,0.028
63.4,0.026
63.6,0.026
63.8,0.026
64.0,0.028
64.2,0.03
64.4,0.031
64.6,0.031
64.8,0.031
65.0,0.03
65.2,0.028
