t,y
0.0,0.0
0.2,0.001
0.4,0.003
0.6,0.008
0.8,0.013
1.0,0.018
1.2,0.022
1.4,0.025
1.6,0.028
1.8,0.028
2.0,0.03
2.2,0.031
2.4,0.036
2.6,0.041
2.8,0.047
3.0,0.054
3.2,0.061
3.4,0.065
3.6,0.069
3.8,0.072
4.0,0.072
4.2,0.074
4.4,0.078
4.6,0.082
4.8,0.085
5.0,0.09
5.2,0.094
5.4,0.098
5.6,0.1
5.8,0.104
6.0,0.107
6.2,0.112
6.4,0.115
6.6,0.119
6.8,0.122
7.0,0.127
7.2,0.131
7.4,0.136
7.6,0.142
7.8,0.148
8.0,0.151
8.2,0.156
8.4,0.159
8.6,0.16
8.8,0.161
9.0,0.162
9.2,0.163
9.4,0.165
9.6,0.17
9.8,0.175
10.0,0.18
10.2,0.183
10.4,0.188
10.6,0.189
10.8,0.19
11.0,0.192
11.2,0.197
11.4,0.2
11.6,0.205
11.8,0.207
12.0,0.21
12.2,0.21
12.4,0.211
12.6,0.211
12.8,0.214
13.0,0.217
13.2,0.22
13.4,0.222
13.6,0.223
13.8,0.225
14.0,0.227
14.2,0.23
14.4,0.231
14.6,0.234
14.8,0.236
15.0,0.238
15.2,0.24
15.4,0.245
15.6,0.248
15.8,0.25
16.0,0.252
16.2,0.252
16.4,0.251
16.6,0.252
16.8,0.254
17.0,0.257
17.2,0.26
17.4,0.264
17.6,0.269
17.8,0.274
18.0,0.279
18.2,0.283
18.4,0.288
18.6,0.29
18.8,0.29
19.0,0.288
19.2,0.289
19.4,0.289
19.6,0.288
19.8,0.29
20.0,0.295
20.2,0.298
20.4,0.301
20.6,0.304
20.8,0.307
21.0,0.308
21.2,0.31
21.4,0.314
21.6,0.317
21.8,0.32
22.0,0.323
22.2,0.326
22.4,0.326
22.6,0.327
22.8,0.325
23.0,0.321
23.2,0.317
23.4,0.318
23.6,0.321
23.8,0.326
24.0,0.331
24.2,0.338
24.4,0.341
24.6,0.343
24.8,0.346
25.0,0.348
25.2,0.352
25.4,0.353
25.6,0.354
25.8,0.355
26.0,0.356
26.2,0.359
26.4,0.361
26.6,0.362
26.8,0.362
27.0,0.362
27.2,0.36
27.4,0.361
27.6,0.363
27.8,0.367
28.0,0.371
28.2,0.375
28.4,0.375
28.6,0.375
28.8,0.374
29.0,0.372
29.2,0.373
29.4,0.375
29.6,0.378
29.8,0.383
30.0,0.388
30.2,0.392
30.4,0.397
30.6,0.398
30.8,0.398
31.0,0.397
31.2,0.396
31.4,0.396
31.6,0.397
31.8,0.401
32.0,0.405
32.2,0.408
32.4,0.411
32.6,0.412
32.8,0.413
33.0,0.414
33.2,0.415
33.4,0.415
33.6,0.415
33.8,0.415
34.0,0.415
34.2,0.418
34.4,0.421
34.6,0.425
34.8,0.428
35.0,0.428
35.2,0.428
35.4,0.426
35.6,0.425
35.8,0.424
36.0,0.426
36.2,0.428
36.4,0.431
36.6,0.432
36.8,0.434
37.0,0.434
37.2,0.433
37.4,0.432
37.6,0.432
37.8,0.433
38.0,0.434
38.2,0.435
38.4,0.436
38.6,0.44
38.8,0.442
39.0,0.445
39.2,0.448
39.4,0.448
39.6,0.448
39.8,0.449
40.0,0.449
40.2,0.448
40.4,0.45
40.6,0.452
40.8,0.454
41.0,0.455
41.2,0.457
41.4,0.458
41.6,0.459
41.8,0.459
42.0,0.459
42.2,0.458
42.4,0.459
42.6,0.46
42.8,0.463
43.0,0.465
43.2,0.467
43.4,0.467
43.6,0.468
43.8,0.47
44.0,0.472
44.2,0.473
44.4,0.474
44.6,0.475
44.8,0.473
45.0,0.473
45.2,0.474
45.4,0.477
45.6,0.478
45.8,0.483
46.0,0.485
46.2,0.487
46.4,0.484
46.6,0.482
46.8,0.48
47.0,0.479
47.2,0.479
47.4,0.482
47.6,0.485
47.8,0.487
48.0,0.49
48.2,0.492
48.4,0.493
48.6,0.494
48.8,0.495
49.0,0.496
49.2,0.497
49.4,0.497
49.6,0.498
49.8,0.498
50.0,0.497
50.2,0.498
50.4,0.5
50.6,0.5
50.8,0.501
51.0,0.503
51.2,0.504
51.4,0.506
51.6,0.508
51.8,0.511
52.0,0.511
52.2,0.513
52.4,0.511
52.6,0.51
52.8,0.507
53.0,0.509
53.2,0.51
53.4,0.513
53.6,0.518
53.8,0.52
54.0,0.522
54.2,0.523
54.4,0.524
54.6,0.522
54.8,0.521
55.0,0.521
55.2,0.523
55.4,0.525
55.6,0.527
55.8,0.531
56.0,0.532
56.2,0.531
56.4,0.53
56.6,0.529
56.8,0.529
57.0,0.529
57.2,0.531
57.4,0.531
57.6,0.533
57.8,0.534
58.0,0.536
58.2,0.536
58.4,0.535
58.6,0.536
58.8,0.537
59.0,0.538
59.2,0.538
59.4,0.538
59.6,0.536
59.8,0.533
60.0,0.53
60.2,0.528
60.4,0.53
60.6,0.535
60.8,0.541
61.0,0.548
61.2,0.553
61.4,0.554
61.6,0.552
61.8,0.551
62.0,0.549
62.2,0.55
62.4,0.552
62.6,0.554
62.8,0.554
63.0,0.554
63.2,0.556
63.4,0.558
63.6,0.559
63.8,0.561
64.0,0.563
64.2,0.562
64.4,0.561
64.6,0.561
64.8,0.561
65.0,0.559
65.2,0.558
