t,y
0.0,0.0
0.2,-0.002
0.4,-0.002
0.6,-0.0
0.8,-0.002
1.0,-0.002
1.2,-0.001
1.4,0.0
1.6,-0.003
1.8,-0.003
2.0,-0.001
2.2,0.0
2.4,0.003
2.6,0.008
2.8,0.013
3.0,0.012
3.2,0.012
3.4,0.011
3.6,0.013
3.8,0.014
4.0,0.016
4.2,0.016
4.4,0.018
4.6,0.017
4.8,0.015
5.0,0.013
5.2,0.013
5.4,0.015
5.6,0.02
5.8,0.025
6.0,0.032
6.2,0.037
6.4,0.039
6.6,0.039
6.8,0.038
7.0,0.038
7.2,0.037
7.4,0.036
7.6,0.035
7.8,0.034
8.0,0.034
8.2,0.034
8.4,0.033
8.6,0.035
8.8,0.04
9.0,0.043
9.2,0.045
9.4,0.047
9.6,0.046
9.8,0.043
10.0,0.041
10.2,0.04
10.4,0.041
10.6,0.041
10.8,0.04
11.0,0.039
11.2,0.039
11.4,0.039
11.6,0.04
11.8,0.043
12.0,0.045
12.2,0.044
12.4,0.043
12.6,0.04
12.8,0.038
13.0,0.04
13.2,0.042
13.4,0.045
13.6,0.05
13.8,0.051
14.0,0.051
14.2,0.051
14.4,0.053
14.6,0.055
14.8,0.056
15.0,0.058
15.2,0.062
15.4,0.064
15.6,0.065
15.8,0.064
16.0,0.063
16.2,0.062
16.4,0.062
16.6,0.061
16.8,0.061
17.0,0.063
17.2,0.064
17.4,0.064
17.6,0.065
17.8,0.068
18.0,0.069
18.2,0.071
18.4,0.069
18.6,0.068
18.8,0.068
19.0,0.067
19.2,0.065
19.4,0.066
19.6,0.069
19.8,0.07
20.0,0.07
20.2,0.071
20.4,0.07
20.6,0.067
20.8,0.066
21.0,0.066
21.2,0.068
21.4,0.069
21.6,0.07
21.8,0.068
22.0,0.068
22.2,0.069
22.4,0.071
22.6,0.073
22.8,0.077
23.0,0.078
23.2,0.077
23.4,0.075
23.6,0.075
23.8,0.078
24.0,0.083
24.2,0.089
24.4,0.092
24.6,0.093
24.8,0.092
25.0,0.09
25.2,0.087
25.4,0.085
25.6,0.085
25.8,0.085
26.0,0.083
26.2,0.084
26.4,0.086
26.6,0.086
26.8,0.087
27.0,0.09
27.2,0.09
27.4,0.092
27.6,0.095
27.8,0.095
28.0,0.094
28.2,0.093
28.4,0.09
28.6,0.089
28.8,0.091
29.0,0.093
29.2,0.096
29.4,0.097
29.6,0.099
29.8,0.1
30.0,0.102
30.2,0.104
30.4,0.107
30.6,0.11
30.8,0.11
31.0,0.109
31.2,0.109
31.4,0.105
31.6,0.101
31.8,0.102
32.0,0.105
32.2,0.107
32.4,0.11
32.6,0.11
32.8,0.111
33.0,0.109
33.2,0.106
33.4,0.105
33.6,0.105
33.8,0.105
34.0,0.107
34.2,0.11
34.4,0.111
34.6,0.111
34.8,0.109
35.0,0.106
35.2,0.103
35.4,0.104
35.6,0.105
35.8,0.107
36.0,0.107
36.2,0.107
36.4,0.107
36.6,0.108
36.8,0.11
37.0,0.115
37.2,0.118
37.4,0.117
37.6,0.114
37.8,0.109
38.0,0.104
38.2,0.1
38.4,0.099
38.6,0.101
38.8,0.103
39.0,0.106
39.2,0.109
39.4,0.112
39.6,0.114
39.8,0.115
40.0,0.115
40.2,0.114
40.4,0.113
40.6,0.114
40.8,0.115
41.0,0.114
41.2,0.112
41.4,0.112
41.6,0.113
41.8,0.116
42.0,0.121
42.2,0.128
42.4,0.131
42.6,0.129
42.8,0.128
43.0,0.126
43.2,0.122
43.4,0.121
43.6,0.121
43.8,0.12
44.0,0.118
44.2,0.12
44.4,0.121
44.6,0.12
44.8,0.119
45.0,0.121
45.2,0.121
45.4,0.12
45.6,0.12
45.8,0.12
46.0,0.118
46.2,0.116
46.4,0.116
46.6,0.118
46.8,0.121
47.0,0.124
47.2,0.124
47.4,0.123
47.6,0.121
47.8,0.118
48.0,0.117
48.2,0.118
48.4,0.12
48.6,0.121
48.8,0.124
49.0,0.124
49.2,0.123
49.4,0.121
49.6,0.121
