t,y
0.0,0.0
0.2,0.013
0.4,0.027
0.6,0.056
0.8,0.091
1.0,0.129
1.2,0.168
1.4,0.208
1.6,0.245
1.8,0.278
2.0,0.308
2.2,0.338
2.4,0.369
2.6,0.401
2.8,0.432
3.0,0.464
3.2,0.494
3.4,0.521
3.6,0.549
3.8,0.577
4.0,0.606
4.2,0.632
4.4,0.656
4.6,0.677
4.8,0.697
5.0,0.716
5.2,0.735
5.4,0.754
5.6,0.774
5.8,0.796
6.0,0.817
6.2,0.836
6.4,0.858
6.6,0.877
6.8,0.895
7.0,0.913
7.2,0.932
7.4,0.949
7.6,0.967
7.8,0.983
8.0,1.002
8.2,1.019
8.4,1.036
8.6,1.054
8.8,1.074
9.0,1.091
9.2,1.107
9.4,1.122
9.6,1.138
9.8,1.151
10.0,1.167
10.2,1.184
10.4,1.203
10.6,1.22
10.8,1.236
11.0,1.25
11.2,1.265
11.4,1.279
11.6,1.295
11.8,1.312
12.0,1.326
12.2,1.34
12.4,1.355
12.6,1.37
12.8,1.385
13.0,1.4
13.2,1.415
13.4,1.428
13.6,1.439
13.8,1.451
14.0,1.462
14.2,1.473
14.4,1.484
14.6,1.497
14.8,1.511
15.0,1.527
15.2,1.542
15.4,1.556
15.6,1.571
15.8,1.585
16.0,1.597
16.2,1.611
16.4,1.625
16.6,1.638
16.8,1.651
17.0,1.665
17.2,1.679
17.4,1.694
17.6,1.711
17.8,1.724
18.0,1.734
18.2,1.744
18.4,1.756
18.6,1.766
18.8,1.776
19.0,1.789
19.2,1.801
19.4,1.809
19.6,1.817
19.8,1.828
20.0,1.836
20.2,1.843
20.4,1.851
20.6,1.862
20.8,1.873
21.0,1.886
21.2,1.9
21.4,1.913
21.6,1.922
21.8,1.928
22.0,1.933
22.2,1.938
22.4,1.945
22.6,1.952
22.8,1.961
23.0,1.97
23.2,1.978
23.4,1.987
23.6,1.997
23.8,2.006
24.0,2.017
24.2,2.028
24.4,2.037
24.6,2.046
24.8,2.054
25.0,2.06
25.2,2.066
25.4,2.074
25.6,2.085
25.8,2.097
26.0,2.109
26.2,2.118
26.4,2.126
26.6,2.132
26.8,2.137
27.0,2.144
27.2,2.152
27.4,2.16
27.6,2.168
27.8,2.176
28.0,2.182
28.2,2.187
28.4,2.192
28.6,2.198
28.8,2.203
29.0,2.209
29.2,2.216
29.4,2.226
29.6,2.234
29.8,2.241
30.0,2.247
30.2,2.252
30.4,2.256
30.6,2.26
30.8,2.267
31.0,2.274
31.2,2.281
31.4,2.287
31.6,2.293
31.8,2.297
32.0,2.302
32.2,2.308
32.4,2.313
32.6,2.318
32.8,2.324
33.0,2.328
33.2,2.333
33.4,2.339
33.6,2.345
33.8,2.352
34.0,2.359
34.2,2.363
34.4,2.369
34.6,2.375
34.8,2.382
35.0,2.388
35.2,2.395
35.4,2.402
35.6,2.408
35.8,2.412
36.0,2.417
36.2,2.421
36.4,2.422
36.6,2.425
36.8,2.429
37.0,2.433
37.2,2.437
37.4,2.442
37.6,2.445
37.8,2.451
38.0,2.456
38.2,2.46
38.4,2.462
38.6,2.467
38.8,2.468
39.0,2.471
39.2,2.476
39.4,2.484
39.6,2.491
39.8,2.499
40.0,2.505
40.2,2.51
40.4,2.512
40.6,2.513
40.8,2.516
41.0,2.517
41.2,2.521
41.4,2.526
41.6,2.532
41.8,2.536
42.0,2.541
42.2,2.545
42.4,2.546
42.6,2.549
42.8,2.553
43.0,2.557
43.2,2.564
43.4,2.573
43.6,2.582
43.8,2.587
44.0,2.591
44.2,2.591
44.4,2.59
44.6,2.589
44.8,2.59
45.0,2.591
45.2,2.594
45.4,2.598
45.6,2.603
45.8,2.609
46.0,2.616
46.2,2.623
46.4,2.627
46.6,2.628
46.8,2.63
47.0,2.631
47.2,2.634
47.4,2.638
47.6,2.644
47.8,2.648
48.0,2.651
48.2,2.65
48.4,2.649
48.6,2.648
48.8,2.648
49.0,2.65
49.2,2.655
49.4,2.661
49.6,2.665
49.8,2.67
50.0,2.673
50.2,2.676
50.4,2.677
50.6,2.679
50.8,2.681
51.0,2.683
51.2,2.685
51.4,2.69
51.6,2.694
51.8,2.697
52.0,2.699
52.2,2.699
52.4,2.699
52.6,2.698
52.8,2.7
53.0,2.703
53.2,2.709
53.4,2.712
53.6,2.716
53.8,2.719
54.0,2.722
54.2,2.726
54.4,2.733
54.6,2.739
54.8,2.745
55.0,2.749
55.2,2.752
55.4,2.752
55.6,2.754
55.8,2.753
56.0,2.753
56.2,2.751
56.4,2.75
56.6,2.751
56.8,2.754
57.0,2.758
57.2,2.763
57.4,2.767
57.6,2.769
57.8,2.772
58.0,2.774
58.2,2.774
58.4,2.776
58.6,2.776
58.8,2.775
59.0,2.773
59.2,2.773
59.4,2.773
59.6,2.774
59.8,2.774
60.0,2.777
60.2,2.778
60.4,2.781
60.6,2.785
60.8,2.79
61.0,2.794
61.2,2.8
61.4,2.805
61.6,2.81
61.8,2.813
62.0,2.815
62.2,2.814
62.4,2.813
62.6,2.813
62.8,2.815
63.0,2.818
63.2,2.821
63.4,2.824
63.6,2.826
63.8,2.827
64.0,2.829
64.2,2.831
64.4,2.832
64.6,2.833
64.8,2.833
65.0,2.831
65.2,2.829
65.4,2.831
65.6,2.832
65.8,2.835
66.0,2.839
66.2,2.845
66.4,2.846
66.6,2.849
66.8,2.849
67.0,2.852
67.2,2.855
67.4,2.858
67.6,2.858
67.8,2.857
68.0,2.856
68.2,2.856
68.4,2.857
68.6,2.862
68.8,2.867
69.0,2.869
69.2,2.87
69.4,2.87
69.6,2.869
69.8,2.868
70.0,2.868
70.2,2.869
70.4,2.871
70.6,2.873
70.8,2.876
71.0,2.876
71.2,2.878
71.4,2.88
71.6,2.881
71.8,2.884
72.0,2.888
72.2,2.893
72.4,2.896
72.6,2.898
72.8,2.895
73.0,2.893
73.2,2.893
73.4,2.893
73.6,2.894
73.8,2.898
74.0,2.902
74.2,2.904
74.4,2.906
74.6,2.91
74.8,2.913
75.0,2.916
75.2,2.917
75.4,2.918
75.6,2.918
75.8,2.917
76.0,2.914
76.2,2.911
76.4,2.909
76.6,2.909
76.8,2.912
77.0,2.915
77.2,2.917
77.4,2.92
77.6,2.92
77.8,2.921
78.0,2.923
78.2,2.924
78.4,2.925
78.6,2.927
78.8,2.93
79.0,2.93
79.2,2.928
79.4,2.928
79.6,2.928
79.8,2.928
80.0,2.93
80.2,2.936
80.4,2.938
80.6,2.94
80.8,2.941
81.0,2.94
81.2,2.941
81.4,2.941
81.6,2.94
81.8,2.94
82.0,2.942
82.2,2.945
82.4,2.947
82.6,2.953
82.8,2.958
83.0,2.961
83.2,2.961
83.4,2.961
83.6,2.957
83.8,2.954
84.0,2.954
84.2,2.958
84.4,2.963
84.6,2.969
84.8,2.972
85.0,2.972
85.2,2.97
85.4,2.969
85.6,2.969
85.8,2.97
86.0,2.969
86.2,2.968
86.4,2.967
86.6,2.968
86.8,2.97
87.0,2.971
87.2,2.973
87.4,2.975
87.6,2.976
87.8,2.975
88.0,2.974
88.2,2.973
88.4,2.972
88.6,2.972
88.8,2.977
89.0,2.982
89.2,2.984
89.4,2.983
89.6,2.981
89.8,2.978
90.0,2.975
90.2,2.976
90.4,2.978
90.6,2.978
90.8,2.98
91.0,2.982
91.2,2.982
91.4,2.981
91.6,2.982
91.8,2.981
92.0,2.979
92.2,2.979
92.4,2.981
92.6,2.983
92.8,2.985
93.0,2.988
93.2,2.991
93.4,2.995
93.6,2.996
93.8,2.997
94.0,2.996
94.2,2.995
94.4,2.992
94.6,2.993
94.8,2.994
95.0,2.995
95.2,2.995
95.4,2.996
95.6,2.996
95.8,2.996
96.0,2.998
96.2,3.001
96.4,3.002
96.6,3.004
96.8,3.005
97.0,3.006
97.2,3.007
97.4,3.008
97.6,3.009
97.8,3.01
98.0,3.01
98.2,3.01
98.4,3.012
98.6,3.012
98.8,3.012
99.0,3.012
99.2,3.013
99.4,3.01
99.6,3.008
99.8,3.009
100.0,3.008
100.2,3.007
100.4,3.01
100.6,3.016
100.8,3.021
101.0,3.025
101.2,3.026
101.4,3.024
101.6,3.02
101.8,3.015
102.0,3.013
102.2,3.015
102.4,3.018
102.6,3.022
102.8,3.023
103.0,3.026
103.2,3.027
