t,y
0.0,0.0
0.2,0.002
0.4,0.001
0.6,0.001
0.8,0.002
1.0,0.004
1.2,0.003
1.4,0.005
1.6,0.008
1.8,0.009
2.0,0.009
2.2,0.012
2.4,0.013
2.6,0.014
2.8,0.015
3.0,0.015
3.2,0.013
3.4,0.011
3.6,0.01
3.8,0.01
4.0,0.012
4.2,0.017
4.4,0.02
4.6,0.02
4.8,0.02
5.0,0.019
5.2,0.018
5.4,0.018
5.6,0.018
5.8,0.017
6.0,0.016
6.2,0.014
6.4,0.012
6.6,0.012
6.8,0.014
7.0,0.015
7.2,0.014
7.4,0.013
7.6,0.012
7.8,0.011
8.0,0.011
8.2,0.013
8.4,0.015
8.6,0.017
8.8,0.019
9.0,0.02
9.2,0.023
9.4,0.026
9.6,0.029
9.8,0.029
10.0,0.029
10.2,0.027
10.4,0.025
10.6,0.023
10.8,0.024
11.0,0.026
11.2,0.028
11.4,0.029
11.6,0.028
11.8,0.025
12.0,0.018
12.2,0.013
12.4,0.011
12.6,0.012
12.8,0.012
13.0,0.014
13.2,0.014
13.4,0.014
13.6,0.014
13.8,0.017
14.0,0.019
14.2,0.019
14.4,0.019
14.6,0.019
14.8,0.019
15.0,0.02
15.2,0.022
15.4,0.023
15.6,0.023
15.8,0.022
16.0,0.021
16.2,0.019
16.4,0.018
16.6,0.017
16.8,0.016
17.0,0.014
17.2,0.014
17.4,0.012
17.6,0.009
17.8,0.005
18.0,0.006
18.2,0.011
18.4,0.015
18.6,0.017
18.8,0.02
19.0,0.02
19.2,0.017
19.4,0.014
19.6,0.016
19.8,0.017
20.0,0.017
20.2,0.016
20.4,0.015
20.6,0.013
20.8,0.013
21.0,0.015
21.2,0.016
21.4,0.017
21.6,0.017
21.8,0.016
22.0,0.016
22.2,0.016
22.4,0.016
22.6,0.015
22.8,0.015
23.0,0.015
23.2,0.012
23.4,0.011
23.6,0.01
23.8,0.01
24.0,0.009
24.2,0.01
24.4,0.013
24.6,0.014
24.8,0.014
25.0,0.013
25.2,0.014
25.4,0.015
25.6,0.016
25.8,0.02
26.0,0.022
26.2,0.022
26.4,0.02
26.6,0.017
26.8,0.013
27.0,0.011
27.2,0.009
27.4,0.008
27.6,0.009
27.8,0.01
28.0,0.011
28.2,0.014
28.4,0.016
28.6,0.018
28.8,0.019
29.0,0.019
29.2,0.019
29.4,0.018
29.6,0.018
29.8,0.017
30.0,0.018
30.2,0.02
30.4,0.022
30.6,0.021
30.8,0.02
31.0,0.017
31.2,0.014
31.4,0.011
31.6,0.012
31.8,0.014
32.0,0.019
32.2,0.019
32.4,0.019
32.6,0.018
32.8,0.016
33.0,0.013
33.2,0.013
33.4,0.014
33.6,0.015
33.8,0.016
34.0,0.019
34.2,0.021
34.4,0.023
34.6,0.024
34.8,0.024
35.0,0.022
35.2,0.019
35.4,0.019
35.6,0.02
35.8,0.023
36.0,0.025
36.2,0.026
36.4,0.027
36.6,0.025
36.8,0.02
37.0,0.018
37.2,0.018
37.4,0.017
37.6,0.016
37.8,0.018
38.0,0.018
38.2,0.019
38.4,0.018
38.6,0.018
38.8,0.018
39.0,0.018
39.2,0.018
39.4,0.017
39.6,0.017
39.8,0.015
40.0,0.015
40.2,0.016
40.4,0.018
40.6,0.017
40.8,0.016
41.0,0.017
41.2,0.017
41.4,0.015
41.6,0.016
41.8,0.017
42.0,0.016
42.2,0.014
42.4,0.014
42.6,0.013
42.8,0.012
43.0,0.011
43.2,0.015
43.4,0.018
43.6,0.021
43.8,0.022
44.0,0.023
44.2,0.023
44.4,0.023
44.6,0.021
44.8,0.019
45.0,0.018
45.2,0.019
45.4,0.017
45.6,0.018
45.8,0.019
46.0,0.019
46.2,0.017
46.4,0.016
46.6,0.014
46.8,0.015
47.0,0.014
47.2,0.013
47.4,0.013
47.6,0.014
47.8,0.013
48.0,0.013
48.2,0.014
48.4,0.016
48.6,0.017
48.8,0.018
49.0,0.02
49.2,0.02
49.4,0.021
49.6,0.022
49.8,0.022
