t,y
0.0,0.0
0.2,-0.001
0.4,-0.004
0.6,-0.005
0.8,-0.005
1.0,-0.004
1.2,-0.001
1.4,0.005
1.6,0.012
1.8,0.017
2.0,0.02
2.2,0.022
2.4,0.023
2.6,0.022
2.8,0.023
3.0,0.025
3.2,0.028
3.4,0.028
3.6,0.03
3.8,0.033
4.0,0.035
4.2,0.038
4.4,0.042
4.6,0.044
4.8,0.047
5.0,0.05
5.2,0.052
5.4,0.054
5.6,0.055
5.8,0.056
6.0,0.055
6.2,0.055
6.4,0.056
6.6,0.058
6.8,0.061
7.0,0.066
7.2,0.071
7.4,0.073
7.6,0.074
7.8,0.074
8.0,0.076
8.2,0.077
8.4,0.081
8.6,0.084
8.8,0.085
9.0,0.084
9.2,0.082
9.4,0.081
9.6,0.082
9.8,0.085
10.0,0.088
10.2,0.09
10.4,0.091
10.6,0.091
10.8,0.092
11.0,0.094
11.2,0.095
11.4,0.1
11.6,0.103
11.8,0.105
12.0,0.106
12.2,0.108
12.4,0.108
12.6,0.109
12.8,0.111
13.0,0.113
13.2,0.115
13.4,0.117
13.6,0.12
13.8,0.119
14.0,0.119
14.2,0.12
14.4,0.12
14.6,0.12
14.8,0.122
15.0,0.125
15.2,0.125
15.4,0.127
15.6,0.129
15.8,0.131
16.0,0.132
16.2,0.135
16.4,0.136
16.6,0.136
16.8,0.137
17.0,0.138
17.2,0.139
17.4,0.139
17.6,0.14
17.8,0.141
18.0,0.143
18.2,0.143
18.4,0.144
18.6,0.146
18.8,0.149
19.0,0.152
19.2,0.155
19.4,0.158
19.6,0.159
19.8,0.159
20.0,0.159
20.2,0.16
20.4,0.162
20.6,0.165
20.8,0.165
21.0,0.162
21.2,0.161
21.4,0.158
21.6,0.16
21.8,0.162
22.0,0.167
22.2,0.172
22.4,0.178
22.6,0.182
22.8,0.185
23.0,0.187
23.2,0.189
23.4,0.188
23.6,0.186
23.8,0.187
24.0,0.189
24.2,0.191
24.4,0.195
24.6,0.197
24.8,0.196
25.0,0.194
25.2,0.192
25.4,0.189
25.6,0.188
25.8,0.191
26.0,0.194
26.2,0.197
26.4,0.198
26.6,0.2
26.8,0.201
27.0,0.202
27.2,0.203
27.4,0.205
27.6,0.208
27.8,0.21
28.0,0.211
28.2,0.213
28.4,0.213
28.6,0.213
28.8,0.214
29.0,0.215
29.2,0.215
29.4,0.215
29.6,0.216
29.8,0.218
30.0,0.221
30.2,0.225
30.4,0.229
30.6,0.23
30.8,0.229
31.0,0.226
31.2,0.223
31.4,0.223
31.6,0.227
31.8,0.231
32.0,0.235
32.2,0.243
32.4,0.247
32.6,0.248
32.8,0.245
33.0,0.245
33.2,0.243
33.4,0.243
33.6,0.242
33.8,0.243
34.0,0.244
34.2,0.244
34.4,0.244
34.6,0.246
34.8,0.25
35.0,0.254
35.2,0.255
35.4,0.256
35.6,0.258
35.8,0.259
36.0,0.26
36.2,0.262
36.4,0.266
36.6,0.266
36.8,0.265
37.0,0.265
37.2,0.265
37.4,0.267
37.6,0.268
37.8,0.273
38.0,0.274
38.2,0.276
38.4,0.277
38.6,0.281
38.8,0.286
39.0,0.292
39.2,0.295
39.4,0.296
39.6,0.296
39.8,0.296
40.0,0.296
40.2,0.295
40.4,0.295
40.6,0.295
40.8,0.295
41.0,0.296
41.2,0.298
41.4,0.3
41.6,0.303
41.8,0.305
42.0,0.307
42.2,0.307
42.4,0.307
42.6,0.305
42.8,0.305
43.0,0.307
43.2,0.309
43.4,0.311
43.6,0.315
43.8,0.319
44.0,0.322
44.2,0.325
44.4,0.329
44.6,0.329
44.8,0.33
45.0,0.329
45.2,0.33
45.4,0.329
45.6,0.331
45.8,0.332
46.0,0.336
46.2,0.34
46.4,0.346
46.6,0.35
46.8,0.353
47.0,0.353
47.2,0.352
47.4,0.351
47.6,0.352
47.8,0.351
48.0,0.351
48.2,0.351
48.4,0.351
48.6,0.349
48.8,0.349
49.0,0.351
49.2,0.354
49.4,0.357
49.6,0.362
49.8,0.367
50.0,0.372
50.2,0.374
50.4,0.374
50.6,0.373
50.8,0.372
51.0,0.372
51.2,0.373
51.4,0.375
51.6,0.378
51.8,0.382
52.0,0.384
52.2,0.387
52.4,0.389
52.6,0.389
52.8,0.388
53.0,0.388
53.2,0.385
53.4,0.385
53.6,0.387
53.8,0.391
54.0,0.394
54.2,0.396
54.4,0.398
54.6,0.398
54.8,0.399
55.0,0.402
55.2,0.405
55.4,0.409
55.6,0.415
55.8,0.418
56.0,0.421
56.2,0.425
56.4,0.424
56.6,0.423
56.8,0.422
57.0,0.422
57.2,0.423
57.4,0.425
57.6,0.427
57.8,0.43
58.0,0.432
58.2,0.434
58.4,0.435
58.6,0.438
58.8,0.44
59.0,0.441
59.2,0.442
59.4,0.446
59.6,0.447
59.8,0.447
60.0,0.448
60.2,0.448
60.4,0.449
60.6,0.45
60.8,0.453
61.0,0.457
61.2,0.46
61.4,0.461
61.6,0.463
61.8,0.466
62.0,0.469
62.2,0.471
62.4,0.474
62.6,0.475
62.8,0.477
63.0,0.477
63.2,0.478
63.4,0.48
63.6,0.483
63.8,0.485
64.0,0.486
64.2,0.488
64.4,0.491
64.6,0.492
64.8,0.495
65.0,0.497
