t,y
0.0,0.0
0.2,0.001
0.4,0.001
0.6,0.0
0.8,0.001
1.0,0.002
1.2,0.003
1.4,0.003
1.6,0.004
1.8,0.004
2.0,0.002
2.2,-0.002
2.4,-0.002
2.6,-0.002
2.8,-0.001
3.0,0.001
3.2,0.002
3.4,0.001
3.6,0.002
3.8,0.002
4.0,0.002
4.2,0.004
4.4,0.004
4.6,0.002
4.8,-0.001
5.0,-0.003
5.2,-0.003
5.4,-0.003
5.6,-0.002
5.8,-0.0
6.0,0.001
6.2,0.0
6.4,0.001
6.6,0.002
6.8,0.003
7.0,0.003
7.2,0.003
7.4,0.003
7.6,0.002
7.8,0.001
8.0,-0.0
8.2,-0.0
8.4,-0.001
8.6,-0.001
8.8,-0.001
9.0,-0.001
9.2,-0.003
9.4,-0.004
9.6,-0.003
9.8,-0.002
10.0,-0.0
10.2,0.0
10.4,0.001
10.6,0.0
10.8,-0.0
11.0,-0.0
11.2,0.001
11.4,0.002
11.6,0.002
11.8,0.001
12.0,0.001
12.2,-0.001
12.4,-0.001
12.6,0.001
12.8,0.002
13.0,0.002
13.2,0.002
13.4,0.002
13.6,0.0
13.8,-0.002
14.0,-0.002
14.2,0.0
14.4,0.001
14.6,-0.0
14.8,0.001
15.0,0.002
15.2,0.003
15.4,0.005
15.6,0.007
15.8,0.009
16.0,0.008
16.2,0.006
16.4,0.004
16.6,0.003
16.8,0.003
17.0,0.002
17.2,0.002
17.4,0.001
17.6,0.0
17.8,-0.001
18.0,-0.001
18.2,-0.0
18.4,0.001
18.6,0.0
18.8,0.0
19.0,-0.0
19.2,-0.002
19.4,-0.002
19.6,-0.0
19.8,0.0
20.0,0.002
20.2,0.003
20.4,0.003
20.6,0.002
20.8,0.0
21.0,-0.002
21.2,-0.003
21.4,-0.003
21.6,-0.004
21.8,-0.002
22.0,0.0
22.2,0.001
22.4,-0.001
22.6,-0.002
22.8,-0.004
23.0,-0.005
23.2,-0.004
23.4,-0.001
23.6,0.0
23.8,0.002
24.0,0.003
24.2,0.003
24.4,0.002
24.6,0.002
24.8,0.001
25.0,0.001
25.2,0.001
25.4,0.002
25.6,0.002
25.8,0.002
26.0,-0.001
26.2,-0.004
26.4,-0.004
26.6,-0.003
26.8,-0.002
27.0,-0.001
27.2,-0.0
27.4,-0.001
27.6,-0.002
27.8,-0.002
28.0,-0.002
28.2,-0.002
28.4,-0.003
28.6,-0.004
28.8,-0.006
29.0,-0.005
29.2,-0.005
29.4,-0.003
29.6,-0.003
29.8,-0.002
30.0,-0.002
30.2,-0.002
30.4,-0.003
30.6,-0.003
30.8,-0.003
31.0,-0.005
31.2,-0.006
31.4,-0.006
31.6,-0.008
31.8,-0.008
32.0,-0.005
32.2,-0.001
32.4,0.001
32.6,0.003
32.8,0.005
33.0,0.007
33.2,0.007
33.4,0.006
33.6,0.007
33.8,0.006
34.0,0.005
34.2,0.004
34.4,0.003
34.6,0.0
34.8,-0.0
35.0,-0.001
35.2,-0.001
35.4,0.002
35.6,0.005
35.8,0.005
36.0,0.004
36.2,0.002
36.4,-0.001
36.6,-0.004
36.8,-0.003
37.0,-0.003
37.2,-0.001
37.4,0.0
37.6,0.0
37.8,-0.002
38.0,-0.003
38.2,-0.004
38.4,-0.005
38.6,-0.006
38.8,-0.007
39.0,-0.005
39.2,-0.004
39.4,-0.003
39.6,-0.002
39.8,-0.003
40.0,-0.005
40.2,-0.007
40.4,-0.008
40.6,-0.007
40.8,-0.006
41.0,-0.004
41.2,-0.002
41.4,-0.003
41.6,-0.002
41.8,-0.0
42.0,-0.001
42.2,-0.001
42.4,-0.001
42.6,-0.003
42.8,-0.004
43.0,-0.004
43.2,-0.005
43.4,-0.007
43.6,-0.006
43.8,-0.007
44.0,-0.008
44.2,-0.008
44.4,-0.005
44.6,-0.005
44.8,-0.003
45.0,-0.002
45.2,-0.001
45.4,-0.001
45.6,-0.001
45.8,-0.001
46.0,-0.002
46.2,-0.002
46.4,-0.003
46.6,-0.002
46.8,-0.002
47.0,-0.001
47.2,-0.002
47.4,-0.001
47.6,-0.001
47.8,-0.002
48.0,-0.001
48.2,0.002
48.4,0.002
48.6,0.002
48.8,0.003
49.0,0.002
49.2,0.002
49.4,0.002
49.6,0.002
49.8,0.0
50.0,-0.003
50.2,-0.006
50.4,-0.008
50.6,-0.008
50.8,-0.006
51.0,-0.002
51.2,0.001
51.4,0.002
51.6,0.001
51.8,0.0
52.0,-0.001
52.2,-0.003
52.4,-0.004
52.6,-0.004
52.8,-0.005
53.0,-0.005
53.2,-0.004
53.4,-0.004
53.6,-0.004
53.8,-0.004
54.0,-0.006
54.2,-0.007
54.4,-0.008
54.6,-0.007
54.8,-0.006
55.0,-0.004
55.2,-0.002
55.4,0.0
55.6,0.0
55.8,0.001
56.0,0.002
56.2,0.0
56.4,-0.001
56.6,-0.002
56.8,-0.004
57.0,-0.009
57.2,-0.011
57.4,-0.014
57.6,-0.013
57.8,-0.011
58.0,-0.007
58.2,-0.004
58.4,-0.003
58.6,-0.003
58.8,-0.003
59.0,-0.003
59.2,-0.002
59.4,-0.002
59.6,-0.002
59.8,-0.003
60.0,-0.002
60.2,-0.003
60.4,-0.002
60.6,-0.002
