,count_A,count_B,ratio_A,ratio_B,log2_fold
CCC,25421,25929,0.22274698795172818,0.21903008084060066,0.024276905119964172
CCD,233,277,0.002041621029580794,0.0023399025181481377,-0.19673333277670677
CCE,4747,4955,0.04159474260678317,0.041856378979727465,-0.009046319027187706
CCH,3116,3280,0.02730339539977894,0.027707148951265435,-0.021177892826535913
CDC,23,27,0.00020153340636136632,0.00022807714076574566,-0.1785028574799452
CDD,302,359,0.002646221248638606,0.0030325812419295627,-0.1966126058799962
CDH,2,0,1.752464403942354e-05,8.44730150952957e-15,30.950175543324825
CEC,898,890,0.00786856516977565,0.0075180983434897635,0.06573279750459045
CEE,4305,4511,0.03772179627600704,0.038105777109496336,-0.014611359817913602
CEH,75,95,0.0006571741511585581,0.0008024936434137563,-0.28821422921379936
CHD,0,1,8.76232201533061e-15,8.447301517976872e-06,-29.84453016681174
CHH,3819,3990,0.03346330777655636,0.033704733023031425,-0.01037113786995976
DCC,293,361,0.0025673603505006306,0.0030494758449486218,-0.24827548384677792
DCD,14,14,0.00012267250822339086,0.00011826222114186127,0.05282268861721796
DCE,57,78,0.000499452354882607,0.0006588895177517538,-0.3996895160734747
DCH,58,60,0.0005082146768979377,0.0005068380905802214,0.003913088137100737
DDC,346,422,0.003031763417313153,0.0035647612370299253,-0.23364827245249156
DDD,4038,4307,0.035382256297913764,0.036382527601552306,-0.040219724293145194
DDE,1,0,8.762322024092932e-06,8.44730150952957e-15,29.950175544046175
DDH,0,3,8.76232201533061e-15,2.534190453703601e-05,-31.429492666571097
DEC,1,0,8.762322024092932e-06,8.44730150952957e-15,29.950175544046175
DHC,0,1,8.76232201533061e-15,8.447301517976872e-06,-29.84453016681174
DHH,2,2,1.752464403942354e-05,1.689460302750644e-05,0.05282268861721796
ECC,4454,4697,0.0390273822562913,0.03967697519026884,-0.023815346852763403
ECD,52,67,0.00045564074480595394,0.0005659692011469285,-0.3128267836932514
ECE,213,211,0.001866374589274182,0.0017823806185191862,0.06643312013580689
ECH,355,364,0.0031106243154511285,0.0030748177494772104,0.016703262810666485
EDD,3,2,2.628696605475415e-05,1.689460302750644e-05,0.6377851890979248
EEC,4183,4429,0.036652792990136705,0.03741309838571491,-0.029620310624044036
EED,3,2,2.628696605475415e-05,1.689460302750644e-05,0.6377851890979248
EEE,15362,16652,0.13460679079951757,0.14066446473669483,-0.06350672022650809
EEH,237,228,0.0020766703176421167,0.001925984744181189,0.10867592335049503
EHH,315,326,0.002760131434837904,0.0027538202921150866,0.0033025527735736767
HCC,3368,3495,0.029511500547642254,0.02952331877581429,-0.0005776285791692321
HCD,64,80,0.0005607886089899213,0.0006757841207708129,-0.26910540626563617
HCE,211,217,0.0018488499452435207,0.0018330644275763638,0.012370644880112523
HCH,269,272,0.002357064622132696,0.00229766601060049,0.03682220992356169
HDD,1,5,8.762322024092932e-06,4.223650755609515e-05,-2.2691054051159885
HEC,47,55,0.0004118291347293009,0.0004646015830325736,-0.17394817322533973
HEE,125,152,0.0010952902519250885,0.0012839898294569416,-0.22932054016223022
HEH,3,3,2.628696605475415e-05,2.534190453703601e-05,0.05282268861721796
HHC,3946,4096,0.034576122672503345,0.03460014698304156,-0.0010020706592101564
HHD,1,4,8.762322024092932e-06,3.378920604656558e-05,-1.9471773103007608
HHE,176,210,0.0015421686747069494,0.0017739333170096567,-0.20199121041028048
HHH,32986,33252,0.2890339539977042,0.28088966979488567,0.041235414127559225
