,count_A,count_B,ratio_A,ratio_B,log2_fold
CCC,429508,531219,0.20992950507902028,0.2596425253047022,-0.3066217449844555
CCD,10490,10192,0.005127169943933821,0.004981517261065172,0.04157749520832542
CCE,54901,47101,0.02683381859789218,0.023021432938914108,0.22107473760847732
CCH,51307,54972,0.025077188590409208,0.026868521082736723,-0.09954129731464456
CDC,4716,5076,0.0023050270215056934,0.002480983282689297,-0.1061283508613217
CDD,10374,9576,0.005070472926441327,0.004680436547484339,0.11547721741992464
CDE,99,51,4.83879718259797e-05,2.4927137001499247e-05,0.9569312780943986
CDH,1015,800,0.000496098903059815,0.0003910139137418296,0.34340782229743216
CEC,6306,6569,0.003082167175066608,0.003210712999209074,-0.05894859552693062
CED,88,39,4.3011530512036264e-05,1.9061928295379133e-05,1.174029399754451
CEE,52487,43680,0.025653934113177686,0.021349359690277698,0.2649872835120947
CEH,504,478,0.0002463387656575335,0.00023363081346093994,0.07641311551901217
CHC,5668,8020,0.002770333578857889,0.0039199144852574315,-0.5007624784241895
CHD,670,428,0.00032747415275886173,0.0002091924438521061,0.6465502989427704
CHE,269,1066,0.00013147842849601463,0.0005210260400608255,-1.986529360198542
CHH,57414,58204,0.028062091054432168,0.028448217294251742,-0.01971573318932265
DCC,12317,12988,0.0060201479694406085,0.006348110889591157,-0.07652838209396773
DCD,5301,5099,0.002590955945929049,0.00249222493270936,0.056050202644202934
DCE,180,114,8.797813059229046e-05,5.571948270862984e-05,0.6589630821602928
DCH,1374,1164,0.0006715663968512417,0.0005689252444941397,0.23929094590962685
DDC,11474,10845,0.00560811705783567,0.005300682368156541,0.08133837009232521
DDD,249016,201119,0.12171090093026765,0.0983004091471814,0.3081890610623367
DDE,168,71,8.211292188617034e-05,3.470248484503277e-05,1.2425703032623459
DDH,4431,3169,0.0021657283147353407,0.0015489038658083752,0.48360466710358235
DEC,78,43,3.81238565902695e-05,2.1016997864085835e-05,0.8591374641450956
DED,101,42,4.936550661033305e-05,2.052823047190916e-05,1.2658940599529689
DEE,163,78,7.966908492528696e-05,3.81238565902695e-05,1.0633259353591837
DEH,28,4,1.3685486981435698e-05,1.9550695691954717e-06,2.8073549217484555
DHC,650,445,0.00031769880491532823,0.00021750148951910962,0.5466343820610343
DHD,2543,1677,0.001242935478305776,0.0008196629166807746,0.6006487731254669
DHE,20,6,9.775347844022289e-06,2.9326043535488237e-06,1.7369655939978919
DHH,4942,3629,0.002415488452137622,0.0017737368662096463,0.4455229538493447
ECC,52973,47976,0.02589147506577555,0.0234491044070687,0.14294433663863174
ECD,121,54,5.9140854453866575e-05,2.6393439178029273e-05,1.1639757350963327
ECE,2677,2572,0.0013084303088574506,0.0012571097326788997,0.05772649631280845
ECH,3072,1707,0.0015014934287672377,0.0008343259384460748,0.8477151576930426
EDC,145,74,7.08712718661068e-05,3.61687870215628e-05,0.9704557243764382
EDD,170,73,8.30904566705237e-05,3.568001962938612e-05,1.219566377246408
EDE,69,18,3.372495006067942e-05,8.797813059668937e-06,1.9385994552766155
EDH,17,6,8.30904566749226e-06,2.9326043535488237e-06,1.5025003403735986
EEC,51995,44727,0.025413460556226758,0.021861099149886678,0.2172269010402465
EED,197,82,9.628717625929395e-05,4.007892615897621e-05,1.2644998148280218
EEE,186777,161212,0.0912905072085835,0.07879516882758679,0.21235767383141496
EEH,2020,2315,0.0009873101321973745,0.001131496512889494,-0.19665690050835075
EHC,224,745,0.0001094838958480642,0.00036413170717211244,-1.733741693287416
EHD,17,8,8.30904566749226e-06,3.910139137902176e-06,1.087462841154867
EHE,174,654,8.50455262392304e-05,0.0003196538744840349,-1.910203329643269
EHH,2391,2324,0.0011686428346949212,0.001135895419419084,0.041004061307081625
HCC,53963,55109,0.02637535478403046,0.026935482215464927,-0.03031739327565229
HCD,1163,877,0.000568436477101963,0.00042864900293943366,0.40720234902808095
HCE,1269,862,0.0006202458206726907,0.00042131749205678355,0.557932294751471
HCH,7911,9698,0.0038666388395101736,0.004740066169329893,-0.2938271818105797
HDC,1085,759,0.0005303126205121823,0.0003709744506625859,0.5155232519158043
HDD,4744,3115,0.00231871250848664,0.0015225104266308347,0.6068718466344805
HDE,10,4,4.8876739222555285e-06,1.9550695691954717e-06,1.3219280946709584
HDH,2379,1405,0.0011627776259888012,0.0006867181860087186,0.7597851413164259
HEC,475,973,0.0002321645112844099,0.00047557067258839457,-1.0345122915612468
HED,16,8,7.820278275315585e-06,3.910139137902176e-06,0.9999999999098317
HEE,1564,3368,0.0007644322013648101,0.0016461685768515337,-1.1066516257585497
HEH,254,934,0.0001241469176133645,0.0004565087442935042,-1.8785940529333605
HHC,57865,57413,0.028282525148303848,0.02806160228703999,0.011313546388317042
HHD,4998,3172,0.002442859426099516,0.0015503701679849052,0.6559581303825593
HHE,1846,3557,0.0009022646059586328,0.0017385456139729256,-0.9462584214157002
HHH,624780,622198,0.30537209128414416,0.304110093877544,0.005974514256348748
