,count_A,count_B,ratio_A,ratio_B,log2_fold
CC,549879,647846,0.2674571196214682,0.3151075511490521,-0.23653671884174626
CD,17083,16224,0.008309046125590903,0.007891234814821005,0.07443179602125354
CE,59385,50766,0.02888442920846427,0.02469221071309087,0.22623597765932213
CH,64042,67723,0.0311495599119048,0.032939971361199326,-0.08062752008286747
DC,19426,19758,0.009448664171148377,0.009610146540386569,-0.024448051030739312
DD,270086,219612,0.13136785294598263,0.1068176688949933,0.2984619712113238
DE,370,167,0.00017996529101895235,8.12275772980102e-05,1.1476771680375204
DH,8157,5758,0.003967505077940019,0.0028006490423905595,0.5024708631824082
EC,58854,52312,0.02862615469621885,0.025444173793941,0.1699985426703558
ED,402,171,0.0001955298567286575,8.317314801172336e-05,1.2331991762881829
EE,240991,208338,0.11721625796711163,0.10133407783839281,0.21005326381037978
EH,2806,3731,0.001364817855670258,0.0018147310832164227,-0.4110473511967533
HC,64407,66623,0.031327093239531124,0.03240493941492821,-0.0488028248067686
HD,8228,5285,0.004002038958108427,0.00257058530549398,0.6386383222547909
HE,2309,5283,0.0011230806944913995,0.0025696125201371232,-1.1940892367778977
HH,689527,686355,0.3353808843786215,0.333838046802647,0.0066520773980482464
