,count_A,count_B,ratio_A,ratio_B,log2_fold
HTI,1,0,4.887673926653382e-07,4.887673921765707e-16,29.897352855428956
HTS,2516,618,0.0012297387587167407,0.00030205824836560945,2.025453178973154
HTT,12120,5146,0.005923860793180526,0.0025151970001411218,1.235866336626352
IBC,1,0,4.887673926653382e-07,4.887673921765707e-16,29.897352855428956
ICC,86,5,4.203399572767385e-05,2.4438369613716212e-06,4.104336659542972
ICD,2,0,9.77534784841909e-07,4.887673921765707e-16,30.89735285470761
ICE,1,0,4.887673926653382e-07,4.887673921765707e-16,29.897352855428956
ICG,6,0,2.9326043535481918e-06,4.887673921765707e-16,32.482315354947865
ICH,8,3,3.910139137901333e-06,1.4663021770184795e-06,1.4150374989782823
ICS,4,0,1.9550695691950503e-06,4.887673921765707e-16,31.897352854346934
ICT,27,0,1.3196719589256177e-05,4.887673921765707e-16,34.652240356203166
IDC,11,0,5.376441314431045e-06,4.887673921765707e-16,33.35678447275471
IDD,4,1,1.9550695691950503e-06,4.887673926653382e-07,1.9999999989179784
IDG,1,0,4.887673926653382e-07,4.887673921765707e-16,29.897352855428956
IDH,3,0,1.4663021770184795e-06,4.887673921765707e-16,31.482315355188316
IDT,2,0,9.77534784841909e-07,4.887673921765707e-16,30.89735285470761
IEC,1,0,4.887673926653382e-07,4.887673921765707e-16,29.897352855428956
IEE,2,0,9.77534784841909e-07,4.887673921765707e-16,30.89735285470761
IGG,11,0,5.376441314431045e-06,4.887673921765707e-16,33.35678447275471
IGT,3,0,1.4663021770184795e-06,4.887673921765707e-16,31.482315355188316
IHC,15,11,7.331510883137328e-06,5.376441314431045e-06,0.4474589769362468
IHD,3,0,1.4663021770184795e-06,4.887673921765707e-16,31.482315355188316
IHG,14,1,6.842743490960758e-06,4.887673926653382e-07,3.8073549207179584
IHH,635,86,0.00031036729403261117,4.203399572767385e-05,2.8843480269429267
IHI,80,8,3.910139137461443e-05,3.910139137901333e-06,3.321928094725059
IHS,2,0,9.77534784841909e-07,4.887673921765707e-16,30.89735285470761
